PLU,Style,Colour,Size,EAN,Pick Location,ImageURL,FashBCode
0004687109,sofi,BLACK,24,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340462-99873900.jpg,9900046871095
0004687110,sofi,BLACK,26,-,,,9900046871101
0004687111,sofi,BLACK,28,-,,,9900046871118
0004688300,sofi,COGNAC,6,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883005
0004688301,sofi,COGNAC,8,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883012
0004688302,sofi,COGNAC,10,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883029
0004688303,sofi,COGNAC,12,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883036
0004688304,sofi,COGNAC,14,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883043
0004688305,sofi,COGNAC,16,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883050
0004688306,sofi,COGNAC,18,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883067
0004688307,sofi,COGNAC,20,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883074
0004688308,sofi,COGNAC,22,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883081
0004688309,sofi,COGNAC,24,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340565-43177200.jpg,9900046883098
0004688310,sofi,COGNAC,26,-,,,9900046883104
0004688311,sofi,COGNAC,28,-,,,9900046883111
0004689500,sofi,GRAY,6,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895008
0004689501,sofi,GRAY,8,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895015
0004689502,sofi,GRAY,10,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895022
0004689503,sofi,GRAY,12,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895039
0004689504,sofi,GRAY,14,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895046
0004689505,sofi,GRAY,16,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895053
0004689506,sofi,GRAY,18,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895060
0004689507,sofi,GRAY,20,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895077
0004689508,sofi,GRAY,22,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895084
0004689509,sofi,GRAY,24,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340634-06212700.jpg,9900046895091
0004689510,sofi,GRAY,26,-,,,9900046895107
0004689511,sofi,GRAY,28,-,,,9900046895114
0004690700,sofi,RED,6,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907008
0004690701,sofi,RED,8,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907015
0004690702,sofi,RED,10,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907022
0004690703,sofi,RED,12,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907039
0004690704,sofi,RED,14,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907046
0004690705,sofi,RED,16,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907053
0004690706,sofi,RED,18,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907060
0004690707,sofi,RED,20,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907077
0004690708,sofi,RED,22,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907084
0004690709,sofi,RED,24,-,Z-64,https://www.leathercompany.co.uk/images/products/zoom/1684340711-76139800.jpg,9900046907091
0004690710,sofi,RED,26,-,,,9900046907107
0004690711,sofi,RED,28,-,,,9900046907114
0000474300,LINDA,BLACK/ANI,6,-,,,9900004743006
0000474301,LINDA,BLACK/ANI,8,-,,,9900004743013
0000474302,LINDA,BLACK/ANI,10,-,,,9900004743020
0000474303,LINDA,BLACK/ANI,12,-,,,9900004743037
0000474304,LINDA,BLACK/ANI,14,-,,,9900004743044
0000474305,LINDA,BLACK/ANI,16,-,,,9900004743051
0000474306,LINDA,BLACK/ANI,18,-,,,9900004743068
0000474307,LINDA,BLACK/ANI,20,-,,,9900004743075
0000474308,LINDA,BLACK/ANI,22,-,,,9900004743082
0000474309,LINDA,BLACK/ANI,24,-,,,9900004743099
0000474310,LINDA,BLACK/ANI,26,-,,,9900004743105
0000474311,LINDA,BLACK/ANI,28,-,,,9900004743112
0001991600,09-192,BLACK,,-,,,9900019916006
0001991700,09-192,RED,,-,,,9900019917003
0001520300,09-196,BLACK,,-,,,9900015203001
0001520400,09-196,COGNAC,,-,,,9900015204008
0001520500,09-196,NAVY,,-,,,9900015205005
0001532700,10973,NAVY,,-,,,9900015327004
0001532800,10973,TAN,,-,,,9900015328001
0000878100,1122N,BROWN,,-,,,9900008781004
0000878200,1122N,GREEN,,-,,,9900008782001
0001991200,12088,PURPLE,,5061049605002,A-17C,https://www.leathercompany.co.uk/images/products/zoom/1711039533-88071800.jpg,9900019912008
0001991100,12088,RED,,-,,,9900019911001
0001521200,13-160,BLACK,,-,,,9900015212003
0001521400,13-160,COGNAC,,-,,,9900015214007
0001521300,13-160,NAVY,,-,,,9900015213000
0001532300,330334,BLACK,,-,,,9900015323006
0001532400,330334,COGNAC,,-,,,9900015324003
0001532500,330334,NAVY,,-,,,9900015325000
0000512700,4417,RED/NAP,6,-,,,9900005127003
0000512701,4417,RED/NAP,8,-,,,9900005127010
0000512702,4417,RED/NAP,10,-,,,9900005127027
0000512703,4417,RED/NAP,12,-,,,9900005127034
0000512704,4417,RED/NAP,14,-,,,9900005127041
0000512705,4417,RED/NAP,16,-,,,9900005127058
0000512706,4417,RED/NAP,18,-,,,9900005127065
0000512707,4417,RED/NAP,20,-,,,9900005127072
0000512708,4417,RED/NAP,22,-,,,9900005127089
0000512709,4417,RED/NAP,24,-,,,9900005127096
0000512710,4417,RED/NAP,26,-,,,9900005127102
0000512711,4417,RED/NAP,28,-,,,9900005127119
0000513900,4417,TAN/NAP,6,-,,,9900005139006
0000513901,4417,TAN/NAP,8,-,,,9900005139013
0000513902,4417,TAN/NAP,10,-,,,9900005139020
0000513903,4417,TAN/NAP,12,-,,,9900005139037
0000513904,4417,TAN/NAP,14,-,,,9900005139044
0000513905,4417,TAN/NAP,16,-,,,9900005139051
0000513906,4417,TAN/NAP,18,-,,,9900005139068
0000513907,4417,TAN/NAP,20,-,,,9900005139075
0000513908,4417,TAN/NAP,22,-,,,9900005139082
0000513909,4417,TAN/NAP,24,-,,,9900005139099
0000513910,4417,TAN/NAP,26,-,,,9900005139105
0000513911,4417,TAN/NAP,28,-,,,9900005139112
0000435900,4418,DARK-BROWN/NAP,6,-,,,9900004359009
0000435901,4418,DARK-BROWN/NAP,8,-,,,9900004359016
0000435902,4418,DARK-BROWN/NAP,10,-,,,9900004359023
0000435903,4418,DARK-BROWN/NAP,12,-,,,9900004359030
0000435904,4418,DARK-BROWN/NAP,14,-,,,9900004359047
0000435905,4418,DARK-BROWN/NAP,16,-,,,9900004359054
0000435906,4418,DARK-BROWN/NAP,18,-,,,9900004359061
0000435907,4418,DARK-BROWN/NAP,20,-,,,9900004359078
0000435908,4418,DARK-BROWN/NAP,22,-,,,9900004359085
0000435909,4418,DARK-BROWN/NAP,24,-,,,9900004359092
0000435910,4418,DARK-BROWN/NAP,26,-,,,9900004359108
0000435911,4418,DARK-BROWN/NAP,28,-,,,9900004359115
0001649500,52185,BLACK,,-,,,9900016495009
0001649600,52185,GRAY,,-,,,9900016496006
0001518100,52203,AQUA,,-,,,9900015181002
0001303100,52203,BLACK,,-,,,9900013031002
0001303200,52203,CORAL,,-,,,9900013032009
0001517900,52203,DENIM,,-,,,9900015179009
0001518000,52203,ORANGE,,-,,,9900015180005
0001303300,52203,ROSE,,-,,,9900013033006
0001518500,52299-A,AQUA,,-,,,9900015185000
0001518200,52299-A,BLACK,,-,,,9900015182009
0001518300,52299-A,DENIM,,-,,,9900015183006
0001518400,52299-A,ORANGE,,-,,,9900015184003
0001517800,52381,AQUA,,-,,,9900015178002
0001517500,52381,BLACK,,-,,,9900015175001
0001517600,52381,DENIM,,-,,,9900015176008
0001517700,52381,ORANGE,,-,,,9900015177005
0001302500,52383,BLACK,,-,,,9900013025001
0001302700,52383,FUCHSIA,,-,,,9900013027005
0001302600,52383,NAVY,,-,,,9900013026008
0001312800,52487-A,BLACK,,-,,,9900013128009
0001313000,52487-A,NAVY/COGNAC,,-,,,9900013130002
0001312900,52487-A,RED/COGNAC,,-,,,9900013129006
0001313100,52507,BLACK,,-,,,9900013131009
0001313300,52507,NAVY/COGNAC,,-,,,9900013133003
0001313200,52507,RED/COGNAC,,-,,,9900013132006
0001301600,52534,BERRY,,-,,,9900013016009
0001301200,52534,BLACK,,-,,,9900013012001
0001301700,52534,BLUE,,-,,,9900013017006
0001301400,52534,FUCHSIA,,-,,,9900013014005
0001301500,52534,GREEN,,-,,,9900013015002
0001301300,52534,ORANGE,,-,,,9900013013008
0001517400,52575-D,AQUA,,-,,,9900015174004
0001517100,52575-D,BLACK,,-,,,9900015171003
0001517200,52575-D,DENIM,,-,,,9900015172000
0001517300,52575-D,ORANGE,,-,,,9900015173007
0001300500,52577S,BERRY,,-,,,9900013005003
0001300000,52577S,BLACK,,-,,,9900013000008
0001300400,52577S,BLUE,,-,,,9900013004006
0001300200,52577S,FUCHSIA,,-,,,9900013002002
0001300300,52577S,GREEN,,-,,,9900013003009
0001300100,52577S,ORANGE,,-,,,9900013001005
0001516800,52694,AQUA,,-,,,9900015168003
0001516700,52694,BLACK,,-,,,9900015167006
0001517000,52694,DENIM,,-,,,9900015170006
0001516900,52694,ORANGE,,-,,,9900015169000
0001518700,52785-A,AQUA,,-,,,9900015187004
0001518600,52785-A,BLACK,,-,,,9900015186007
0001518800,52785-A,DENIM,,-,,,9900015188001
0001518900,52785-A,ORANGE,,-,,,9900015189008
0000518700,54460539,BLACK/NAP,6,-,,,9900005187007
0000518701,54460539,BLACK/NAP,8,-,,,9900005187014
0000518702,54460539,BLACK/NAP,10,-,,,9900005187021
0000518703,54460539,BLACK/NAP,12,-,,,9900005187038
0000518704,54460539,BLACK/NAP,14,-,,,9900005187045
0000518705,54460539,BLACK/NAP,16,-,,,9900005187052
0000518706,54460539,BLACK/NAP,18,-,,,9900005187069
0000518707,54460539,BLACK/NAP,20,-,,,9900005187076
0000518708,54460539,BLACK/NAP,22,-,,,9900005187083
0000518709,54460539,BLACK/NAP,24,-,,,9900005187090
0000518710,54460539,BLACK/NAP,26,-,,,9900005187106
0000518711,54460539,BLACK/NAP,28,-,,,9900005187113
0001493300,54460539,BROWN,6,-,,,9900014933008
0001493301,54460539,BROWN,8,-,,,9900014933015
0001493302,54460539,BROWN,10,-,,,9900014933022
0001493303,54460539,BROWN,12,-,,,9900014933039
0001493304,54460539,BROWN,14,-,,,9900014933046
0001493305,54460539,BROWN,16,-,,,9900014933053
0001493306,54460539,BROWN,18,-,,,9900014933060
0001493307,54460539,BROWN,20,-,,,9900014933077
0001493308,54460539,BROWN,22,-,,,9900014933084
0001493309,54460539,BROWN,24,-,,,9900014933091
0001493310,54460539,BROWN,26,-,,,9900014933107
0001493311,54460539,BROWN,28,-,,,9900014933114
0000519900,54460539,BURGANDY,6,-,,,9900005199000
0000519901,54460539,BURGANDY,8,-,,,9900005199017
0000519902,54460539,BURGANDY,10,-,,,9900005199024
0000519903,54460539,BURGANDY,12,-,,,9900005199031
0000519904,54460539,BURGANDY,14,-,,,9900005199048
0000519905,54460539,BURGANDY,16,-,,,9900005199055
0000519906,54460539,BURGANDY,18,-,,,9900005199062
0000519907,54460539,BURGANDY,20,-,,,9900005199079
0000519908,54460539,BURGANDY,22,-,,,9900005199086
0000519909,54460539,BURGANDY,24,-,,,9900005199093
0000519910,54460539,BURGANDY,26,-,,,9900005199109
0000519911,54460539,BURGANDY,28,-,,,9900005199116
0000522300,54460539,NAVY/SNU,6,-,,,9900005223002
0000522301,54460539,NAVY/SNU,8,-,,,9900005223019
0000522302,54460539,NAVY/SNU,10,-,,,9900005223026
0000522303,54460539,NAVY/SNU,12,-,,,9900005223033
0000522304,54460539,NAVY/SNU,14,-,,,9900005223040
0000522305,54460539,NAVY/SNU,16,-,,,9900005223057
0000522306,54460539,NAVY/SNU,18,-,,,9900005223064
0000522307,54460539,NAVY/SNU,20,-,,,9900005223071
0000522308,54460539,NAVY/SNU,22,-,,,9900005223088
0000522309,54460539,NAVY/SNU,24,-,,,9900005223095
0000522310,54460539,NAVY/SNU,26,-,,,9900005223101
0000522311,54460539,NAVY/SNU,28,-,,,9900005223118
0000521100,54460539,RED/NAP,6,-,,,9900005211009
0000521101,54460539,RED/NAP,8,-,,,9900005211016
0000521102,54460539,RED/NAP,10,-,,,9900005211023
0000521103,54460539,RED/NAP,12,-,,,9900005211030
0000521104,54460539,RED/NAP,14,-,,,9900005211047
0000521105,54460539,RED/NAP,16,-,,,9900005211054
0000521106,54460539,RED/NAP,18,-,,,9900005211061
0000521107,54460539,RED/NAP,20,-,,,9900005211078
0000521108,54460539,RED/NAP,22,-,,,9900005211085
0000521109,54460539,RED/NAP,24,-,,,9900005211092
0000521110,54460539,RED/NAP,26,-,,,9900005211108
0000521111,54460539,RED/NAP,28,-,,,9900005211115
0000523500,54460539,TAN/SNU,6,-,,,9900005235005
0000523501,54460539,TAN/SNU,8,-,,,9900005235012
0000523502,54460539,TAN/SNU,10,-,,,9900005235029
0000523503,54460539,TAN/SNU,12,-,,,9900005235036
0000523504,54460539,TAN/SNU,14,-,,,9900005235043
0000523505,54460539,TAN/SNU,16,-,,,9900005235050
0000523506,54460539,TAN/SNU,18,-,,,9900005235067
0000523507,54460539,TAN/SNU,20,-,,,9900005235074
0000523508,54460539,TAN/SNU,22,-,,,9900005235081
0000523509,54460539,TAN/SNU,24,-,,,9900005235098
0000523510,54460539,TAN/SNU,26,-,,,9900005235104
0000523511,54460539,TAN/SNU,28,-,,,9900005235111
0000524700,54460539,WHITE/SNU,6,-,,,9900005247008
0000524701,54460539,WHITE/SNU,8,-,,,9900005247015
0000524702,54460539,WHITE/SNU,10,-,,,9900005247022
0000524703,54460539,WHITE/SNU,12,-,,,9900005247039
0000524704,54460539,WHITE/SNU,14,-,,,9900005247046
0000524705,54460539,WHITE/SNU,16,-,,,9900005247053
0000524706,54460539,WHITE/SNU,18,-,,,9900005247060
0000524707,54460539,WHITE/SNU,20,-,,,9900005247077
0000524708,54460539,WHITE/SNU,22,-,,,9900005247084
0000524709,54460539,WHITE/SNU,24,-,,,9900005247091
0000524710,54460539,WHITE/SNU,26,-,,,9900005247107
0000524711,54460539,WHITE/SNU,28,-,,,9900005247114
0000854600,60135,BLACK,,-,,,9900008546009
0000855000,60135,BROWN,,-,,,9900008550006
0000854800,60135,NAVY,,-,,,9900008548003
0000854700,60135,RED,,-,,,9900008547006
0000854900,60135,TAN,,-,,,9900008549000
0001302800,60347,BLACK,,-,,,9900013028002
0001302900,60347,FUCHSIA,,-,,,9900013029009
0001303000,60347,NAVY,,-,,,9900013030005
0001344600,60434-A,PINK,,-,,,9900013446004
0001301000,60474,BERRY,,-,,,9900013010007
0001300600,60474,BLACK,,-,,,9900013006000
0001301100,60474,BLUE,,-,,,9900013011004
0001300800,60474,FUCHSIA,,-,,,9900013008004
0001300900,60474,GREEN,,-,,,9900013009001
0001300700,60474,ORANGE,,-,,,9900013007007
0001302200,60660,BLACK,,-,,,9900013022000
0003752700,60660,LT GRAY,,5056798425575,,https://www.leathercompany.co.uk/images/products/1573223481-07753800.jpg,9900037527000
0001302300,60660,NAVY,,-,,,9900013023007
0001302400,60660,ROSE,,-,,,9900013024004
0003752600,60660,TWILIGHT BLUE,,5056798425582,,https://www.leathercompany.co.uk/images/products/1573223544-52339600.jpg,9900037526003
0001519100,60660-A,AQUA,,-,,,9900015191001
0001519200,60660-A,DENIM,,-,,,9900015192008
0001519300,60660-A,ORANGE,,-,,,9900015193005
0001303700,60668,BLACK,,-,,,9900013037004
0001303800,60668,CORAL,,-,,,9900013038001
0001303900,60668,ROSE,,-,,,9900013039008
0001303400,60669,BLACK,,-,,,9900013034003
0001303600,60669,FUCHSIA,,-,,,9900013036007
0001303500,60669,NAVY,,-,,,9900013035000
0001344400,60790-A,GRAY,,-,,,9900013444000
0001344300,60791-A,YELLOW,,-,,,9900013443003
0001520900,69072,BLACK,,-,,,9900015209003
0001521100,69072,COGNAC,,-,,,9900015211006
0001521000,69072,NAVY,,-,,,9900015210009
0001991300,69325,BLACK,,-,,,9900019913005
0001991500,69325,PURPLE,,-,,,9900019915009
0001991400,69325,RED,,-,,,9900019914002
0001496100,69763,BLACK,,-,,,9900014961001
0001990400,69763,PURPLE,,-,,,9900019904003
0001990300,69763,RED,,-,,,9900019903006
0001496200,69763,TAN,,-,,,9900014962008
0000477900,731 BIKER,BROWN/ANI,6,-,,,9900004779005
0000477901,731 BIKER,BROWN/ANI,8,-,,,9900004779012
0000477902,731 BIKER,BROWN/ANI,10,-,,,9900004779029
0000477903,731 BIKER,BROWN/ANI,12,-,,,9900004779036
0000477904,731 BIKER,BROWN/ANI,14,-,,,9900004779043
0000477905,731 BIKER,BROWN/ANI,16,-,,,9900004779050
0000477906,731 BIKER,BROWN/ANI,18,-,,,9900004779067
0000477907,731 BIKER,BROWN/ANI,20,-,,,9900004779074
0000477908,731 BIKER,BROWN/ANI,22,-,,,9900004779081
0000477909,731 BIKER,BROWN/ANI,24,-,,,9900004779098
0000477910,731 BIKER,BROWN/ANI,26,-,,,9900004779104
0000477911,731 BIKER,BROWN/ANI,28,-,,,9900004779111
0001515800,7760,BLACK,,-,,,9900015158004
0001515900,7760,TAN,,-,,,9900015159001
0001515600,7762,BLACK,,-,,,9900015156000
0001515700,7762,TAN,,-,,,9900015157007
0001515400,7764,BLACK,,-,,,9900015154006
0001515500,7764,TAN,,-,,,9900015155003
0001516000,7766,BLACK,,-,,,9900015160007
0002794600,7766,RED/VT,,-,,,9900027946002
0001516100,7766,TAN,,-,,,9900015161004
0001520600,79235,BLACK,,-,,,9900015206002
0001520700,79235,COGNAC,,-,,,9900015207009
0001520800,79235,NAVY,,-,,,9900015208006
0001516200,AM-02,BLACK,,-,,,9900015162001
0001516300,AM-02,TAN,,-,,,9900015163008
0001302000,ANGIE,BLACK,,-,,,9900013020006
0001532000,ARH 45,BLACK,,-,,,9900015320005
0001532100,ARH 45,COGNAC,,-,,,9900015321002
0001532200,ARH 45,NAVY,,-,,,9900015322009
0001099000,AVIATOR LADIES,BROWN,6,-,,,9900010990005
0001099001,AVIATOR LADIES,BROWN,8,-,,,9900010990012
0001099002,AVIATOR LADIES,BROWN,10,-,,,9900010990029
0001099003,AVIATOR LADIES,BROWN,12,-,,,9900010990036
0001099004,AVIATOR LADIES,BROWN,14,-,,,9900010990043
0001099005,AVIATOR LADIES,BROWN,16,-,,,9900010990050
0001099006,AVIATOR LADIES,BROWN,18,-,,,9900010990067
0001099007,AVIATOR LADIES,BROWN,20,-,,,9900010990074
0001099008,AVIATOR LADIES,BROWN,22,-,,,9900010990081
0001099009,AVIATOR LADIES,BROWN,24,-,,,9900010990098
0001099010,AVIATOR LADIES,BROWN,26,-,,,9900010990104
0001099011,AVIATOR LADIES,BROWN,28,-,,,9900010990111
0001348900,BIANCA,BLACK,,-,,,9900013489001
0001349000,BIANCA,NAVY,,-,,,9900013490007
0001349100,BIANCA,ROYAL BLUE,,-,,,9900013491004
0000556800,CL 01,,,-,,,9900005568004
0000556900,CL 02,,,-,,,9900005569001
0000557000,CL 03,,,-,,,9900005570007
0000557100,CL 04,,,-,,,9900005571004
0000557200,CL 05,,,-,,,9900005572001
0000557300,CL 06,,,-,,,9900005573008
0000557400,CL 07,,,-,,,9900005574005
0000557500,CL 08,,,-,,,9900005575002
0000557600,CL 09,,,-,,,9900005576009
0000557700,CL 10,,,-,,,9900005577006
0000557800,CL 11,,,-,,,9900005578003
0000557900,CL 12,,,-,,,9900005579000
0000558000,CL 13,,,-,,,9900005580006
0000558100,CL 14,,,-,,,9900005581003
0000558200,CL 15,,,-,,,9900005582000
0000558300,CL 16,,,-,,,9900005583007
0000559000,CL ST02,TAN,,-,,,9900005590005
0000558800,CL ST04,BLACK,,-,,,9900005588002
0000558700,CL ST05,BLACK,,-,,,9900005587005
0000559300,CL ST05,BROWN,,-,,,9900005593006
0000558400,CL ST08,BROWN,,-,,,9900005584004
0000558900,CL ST10,OLIVE,,-,,,9900005589009
0000558500,CL ST12,BLK/BRN,,-,,,9900005585001
0000558600,CL ST13,BROWN,,-,,,9900005586008
0000559100,CL ST14,TAN,,-,,,9900005591002
0000559200,CL ST15,BLACK,,-,,,9900005592009
0000683000,CL ST16,BLACK/ANI,,-,,,9900006830001
0000683100,CL ST17,BROWN/SNU,,-,,,9900006831008
0000931200,CLAIRE,BEIGE,6,-,,,9900009312009
0000931201,CLAIRE,BEIGE,8,-,,,9900009312016
0000931202,CLAIRE,BEIGE,10,-,,,9900009312023
0000931203,CLAIRE,BEIGE,12,-,,,9900009312030
0000931204,CLAIRE,BEIGE,14,-,,,9900009312047
0000931205,CLAIRE,BEIGE,16,-,,,9900009312054
0000931206,CLAIRE,BEIGE,18,-,,,9900009312061
0000931207,CLAIRE,BEIGE,20,-,,,9900009312078
0000931208,CLAIRE,BEIGE,22,-,,,9900009312085
0000931209,CLAIRE,BEIGE,24,-,,,9900009312092
0000931210,CLAIRE,BEIGE,26,-,,,9900009312108
0000931211,CLAIRE,BEIGE,28,-,,,9900009312115
0000653000,CLAIRE,CREAM/NAP,6,-,,,9900006530000
0000653001,CLAIRE,CREAM/NAP,8,-,,,9900006530017
0000653002,CLAIRE,CREAM/NAP,10,-,,,9900006530024
0000653003,CLAIRE,CREAM/NAP,12,-,,,9900006530031
0000653004,CLAIRE,CREAM/NAP,14,-,,,9900006530048
0000653005,CLAIRE,CREAM/NAP,16,-,,,9900006530055
0000653006,CLAIRE,CREAM/NAP,18,-,,,9900006530062
0000653007,CLAIRE,CREAM/NAP,20,-,,,9900006530079
0000653008,CLAIRE,CREAM/NAP,22,-,,,9900006530086
0000653009,CLAIRE,CREAM/NAP,24,-,,,9900006530093
0000653010,CLAIRE,CREAM/NAP,26,-,,,9900006530109
0000653011,CLAIRE,CREAM/NAP,28,-,,,9900006530116
0000651800,CLAIRE,GRAY/NAP,6,-,,,9900006518008
0000651801,CLAIRE,GRAY/NAP,8,-,,,9900006518015
0000651802,CLAIRE,GRAY/NAP,10,-,,,9900006518022
0000651803,CLAIRE,GRAY/NAP,12,-,,,9900006518039
0000651804,CLAIRE,GRAY/NAP,14,-,,,9900006518046
0000651805,CLAIRE,GRAY/NAP,16,-,,,9900006518053
0000651806,CLAIRE,GRAY/NAP,18,-,,,9900006518060
0000651807,CLAIRE,GRAY/NAP,20,-,,,9900006518077
0000651808,CLAIRE,GRAY/NAP,22,-,,,9900006518084
0000651809,CLAIRE,GRAY/NAP,24,-,,,9900006518091
0000651810,CLAIRE,GRAY/NAP,26,-,,,9900006518107
0000651811,CLAIRE,GRAY/NAP,28,-,,,9900006518114
0001950200,CURVE,BLUSH,,-,,,9900019502001
0000853400,CURVE,BORDUEX,,-,,,9900008534006
0000852800,CURVE,BROWN,,-,,,9900008528005
0001992100,CURVE,FUCHSIA,,-,,,9900019921000
0002311900,CURVE,LYCHEE,,-,,,9900023119004
0002104900,CURVE,MUSHROOM,,-,,,9900021049006
0001950300,CURVE,PEACH,,-,,,9900019503008
0000852600,CURVE,STONE,,-,,,9900008526001
0000853200,CURVE,TAUPE,,-,,,9900008532002
0002034100,CURVE,TEAL,,-,,,9900020341002
0000828500,ELA 558,BLACK,,-,,,9900008285007
0000828400,ELA 558,BROWN,,-,,,9900008284000
0000828700,ELA 558,NAVY,,-,,,9900008287001
0000828800,ELA 558,RED,,-,,,9900008288008
0000828600,ELA 558,TAN,,-,,,9900008286004
0001252800,ELA 609,BLACK,,-,,,9900012528008
0001252900,ELA 609,NAVY,,-,,,9900012529005
0001252600,ELA 609,RED,,-,,,9900012526004
0001252700,ELA 609,TAN,,-,,,9900012527001
0001509400,ELA 610,AQUA,,-,,,9900015094005
0000829600,ELA 610,BLACK,,-,,,9900008296003
0000830000,ELA 610,BROWN,,-,,,9900008300007
0000829700,ELA 610,NAVY,,-,,,9900008297000
0000829800,ELA 610,RED,,-,,,9900008298007
0000829900,ELA 610,TAN,,-,,,9900008299004
0000828900,ELA 714,BLACK,,-,,,9900008289005
0000829200,ELA 714,BROWN,,-,,,9900008292005
0000829100,ELA 714,NAVY,,-,,,9900008291008
0000829000,ELA 714,RED,,-,,,9900008290001
0000854000,ELA 716,BLACK,,-,,,9900008540007
0000854300,ELA 716,BROWN,,-,,,9900008543008
0000854200,ELA 716,GREEN,,-,,,9900008542001
0000854100,ELA 716,NAVY,,-,,,9900008541004
0000854500,ELA 716,RASPBERRY,,-,,,9900008545002
0000854400,ELA 716,RED,,-,,,9900008544005
0000856400,ELA 717,BLACK,,-,,,9900008564003
0000856500,ELA 717,BROWN,,-,,,9900008565000
0000856600,ELA 717,GREEN,,-,,,9900008566007
0000856700,ELA 717,NAVY,,-,,,9900008567004
0000856800,ELA 717,RASPBERRY,,-,,,9900008568001
0000856900,ELA 717,RED,,-,,,9900008569008
0000855800,ELA 729,BLACK,,-,,,9900008558002
0000856200,ELA 729,BROWN,,-,,,9900008562009
0000856100,ELA 729,GREEN,,-,,,9900008561002
0000856000,ELA 729,NAVY,,-,,,9900008560005
0000855900,ELA 729,RASPBERRY,,-,,,9900008559009
0000856300,ELA 729,RED,,-,,,9900008563006
0002260200,ELA 729,TAN,,-,,,9900022602002
0001252300,FIN 07,BLACK,,-,,,9900012523003
0001252400,FIN 07,NAVY,,-,,,9900012524000
0001252500,FIN 07,RED,,-,,,9900012525007
0001252200,FIN 07,TAN,,-,,,9900012522006
0000660200,J LO,BLACK/NAP,6,-,,,9900006602004
0000660201,J LO,BLACK/NAP,8,-,,,9900006602011
0000660202,J LO,BLACK/NAP,10,-,,,9900006602028
0000660203,J LO,BLACK/NAP,12,-,,,9900006602035
0000660204,J LO,BLACK/NAP,14,-,,,9900006602042
0000660205,J LO,BLACK/NAP,16,-,,,9900006602059
0000660206,J LO,BLACK/NAP,18,-,,,9900006602066
0000660207,J LO,BLACK/NAP,20,-,,,9900006602073
0000660208,J LO,BLACK/NAP,22,-,,,9900006602080
0000660209,J LO,BLACK/NAP,24,-,,,9900006602097
0000660210,J LO,BLACK/NAP,26,-,,,9900006602103
0000660211,J LO,BLACK/NAP,28,-,,,9900006602110
0000853500,JENNY,BLACK,,-,,,9900008535003
0000853700,JENNY,GRAY,,-,,,9900008537007
0001638600,JENNY,MULTI,,-,,,9900016386000
0001477700,JENNY,PURPLE,,-,,,9900014777008
0000853900,JENNY,TAN,,-,,,9900008539001
0001301800,KATE,BLACK,,-,,,9900013018003
0003322900,LEATHER LEGGINGS,BLACK,6,-,,,9900033229007
