PLU,Style,Colour,Size,EAN,Pick Location,ImageURL,FashBCode
0000918513,025 HAT,BROWN,8XL,-,,,9900009185139
0000918514,025 HAT,BROWN,9XL,-,,,9900009185146
0001331000,025 HAT,BROWN/NAP,XXXS,-,,,9900013310008
0001331001,025 HAT,BROWN/NAP,XXS,-,,,9900013310015
0001331002,025 HAT,BROWN/NAP,XS,-,,,9900013310022
0001331003,025 HAT,BROWN/NAP,S,-,,,9900013310039
0001331004,025 HAT,BROWN/NAP,M,-,,,9900013310046
0001331005,025 HAT,BROWN/NAP,L,-,,,9900013310053
0001331006,025 HAT,BROWN/NAP,XL,-,,,9900013310060
0001331007,025 HAT,BROWN/NAP,2XL,-,,,9900013310077
0001331008,025 HAT,BROWN/NAP,3XL,-,,,9900013310084
0001331009,025 HAT,BROWN/NAP,4XL,-,,,9900013310091
0001331010,025 HAT,BROWN/NAP,5XL,-,,,9900013310107
0001331011,025 HAT,BROWN/NAP,6XL,-,,,9900013310114
0001331012,025 HAT,BROWN/NAP,7XL,-,,,9900013310121
0001331013,025 HAT,BROWN/NAP,8XL,-,,,9900013310138
0001331014,025 HAT,BROWN/NAP,9XL,-,,,9900013310145
0000919900,026 HAT,BLACK,XXXS,-,,,9900009199006
0000919901,026 HAT,BLACK,XXS,-,,,9900009199013
0000919902,026 HAT,BLACK,XS,-,,,9900009199020
0000919903,026 HAT,BLACK,S,-,,,9900009199037
0000919904,026 HAT,BLACK,M,-,,,9900009199044
0000919905,026 HAT,BLACK,L,-,,,9900009199051
0000919906,026 HAT,BLACK,XL,-,,,9900009199068
0000919907,026 HAT,BLACK,2XL,-,,,9900009199075
0000919908,026 HAT,BLACK,3XL,-,,,9900009199082
0000919909,026 HAT,BLACK,4XL,-,,,9900009199099
0000919910,026 HAT,BLACK,5XL,-,,,9900009199105
0000919911,026 HAT,BLACK,6XL,-,,,9900009199112
0000919912,026 HAT,BLACK,7XL,-,,,9900009199129
0000919913,026 HAT,BLACK,8XL,-,,,9900009199136
0000919914,026 HAT,BLACK,9XL,-,,,9900009199143
0003981500,026 HAT,BRN/WHITE,XXXS,-,,,9900039815006
0003981501,026 HAT,BRN/WHITE,XXS,-,,,9900039815013
0003981502,026 HAT,BRN/WHITE,XS,-,,,9900039815020
0003981503,026 HAT,BRN/WHITE,S,-,,,9900039815037
0003981504,026 HAT,BRN/WHITE,M,-,,,9900039815044
0003981505,026 HAT,BRN/WHITE,L,-,,,9900039815051
0003981506,026 HAT,BRN/WHITE,XL,-,,,9900039815068
0003981507,026 HAT,BRN/WHITE,2XL,-,,,9900039815075
0003981508,026 HAT,BRN/WHITE,3XL,-,,,9900039815082
0003981509,026 HAT,BRN/WHITE,4XL,-,,,9900039815099
0003981510,026 HAT,BRN/WHITE,5XL,-,,,9900039815105
0003981511,026 HAT,BRN/WHITE,6XL,-,,,9900039815112
0003981512,026 HAT,BRN/WHITE,7XL,-,,,9900039815129
0003981513,026 HAT,BRN/WHITE,8XL,-,,,9900039815136
0003981514,026 HAT,BRN/WHITE,9XL,-,,,9900039815143
0000921300,026 HAT,BROWN,XXXS,-,,,9900009213009
0000921301,026 HAT,BROWN,XXS,-,,,9900009213016
0000921302,026 HAT,BROWN,XS,-,,,9900009213023
0000921303,026 HAT,BROWN,S,-,,,9900009213030
0000921304,026 HAT,BROWN,M,-,,,9900009213047
0000921305,026 HAT,BROWN,L,-,,,9900009213054
0000921306,026 HAT,BROWN,XL,-,,,9900009213061
0000921307,026 HAT,BROWN,2XL,-,,,9900009213078
0000921308,026 HAT,BROWN,3XL,-,,,9900009213085
0000921309,026 HAT,BROWN,4XL,-,,,9900009213092
0000921310,026 HAT,BROWN,5XL,-,,,9900009213108
0000921311,026 HAT,BROWN,6XL,-,,,9900009213115
0000921312,026 HAT,BROWN,7XL,-,,,9900009213122
0000921313,026 HAT,BROWN,8XL,-,,,9900009213139
0000921314,026 HAT,BROWN,9XL,-,,,9900009213146
0002247400,026 HAT,TAUPE,XXXS,-,,,9900022474005
0002247401,026 HAT,TAUPE,XXS,-,,,9900022474012
0002247402,026 HAT,TAUPE,XS,-,,,9900022474029
0002247403,026 HAT,TAUPE,S,-,,,9900022474036
0002247404,026 HAT,TAUPE,M,-,,,9900022474043
0002247405,026 HAT,TAUPE,L,-,,,9900022474050
0002247406,026 HAT,TAUPE,XL,-,,,9900022474067
0002247407,026 HAT,TAUPE,2XL,-,,,9900022474074
0002247408,026 HAT,TAUPE,3XL,-,,,9900022474081
0002247409,026 HAT,TAUPE,4XL,-,,,9900022474098
0002247410,026 HAT,TAUPE,5XL,-,,,9900022474104
0002247411,026 HAT,TAUPE,6XL,-,,,9900022474111
0002247412,026 HAT,TAUPE,7XL,-,,,9900022474128
0002247413,026 HAT,TAUPE,8XL,-,,,9900022474135
0002247414,026 HAT,TAUPE,9XL,-,,,9900022474142
0004094400,030-T,BLACK/BRISSA,XXXS,-,,,9900040944009
0004094401,030-T,BLACK/BRISSA,XXS,-,,,9900040944016
0004094402,030-T,BLACK/BRISSA,XS,-,,,9900040944023
0004094403,030-T,BLACK/BRISSA,S,-,,,9900040944030
0004094404,030-T,BLACK/BRISSA,M,-,E-23B,https://www.leathercompany.co.uk/images/products/1618850706-79778900.jpg,9900040944047
0004094405,030-T,BLACK/BRISSA,L,-,E-23B,https://www.leathercompany.co.uk/images/products/1618850706-79778900.jpg,9900040944054
0004094406,030-T,BLACK/BRISSA,XL,-,E-23B,https://www.leathercompany.co.uk/images/products/1618850706-79778900.jpg,9900040944061
0004094407,030-T,BLACK/BRISSA,2XL,-,,,9900040944078
0004094408,030-T,BLACK/BRISSA,3XL,-,,,9900040944085
0004094409,030-T,BLACK/BRISSA,4XL,-,,,9900040944092
0004094410,030-T,BLACK/BRISSA,5XL,-,,,9900040944108
0004094411,030-T,BLACK/BRISSA,6XL,-,,,9900040944115
0004094412,030-T,BLACK/BRISSA,7XL,-,,,9900040944122
0004094413,030-T,BLACK/BRISSA,8XL,-,,,9900040944139
0004094414,030-T,BLACK/BRISSA,9XL,-,,,9900040944146
0003557600,030-T,NAVY,XXXS,-,,,9900035576000
0003557601,030-T,NAVY,XXS,-,,,9900035576017
0003557602,030-T,NAVY,XS,-,,,9900035576024
0003557603,030-T,NAVY,S,-,,,9900035576031
0003557604,030-T,NAVY,M,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722442-86995600.jpg,9900035576048
0003557605,030-T,NAVY,L,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722442-86995600.jpg,9900035576055
0003557606,030-T,NAVY,XL,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722442-86995600.jpg,9900035576062
0003557607,030-T,NAVY,2XL,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722442-86995600.jpg,9900035576079
0003557608,030-T,NAVY,3XL,-,,,9900035576086
0003557609,030-T,NAVY,4XL,-,,,9900035576093
0003557610,030-T,NAVY,5XL,-,,,9900035576109
0003557611,030-T,NAVY,6XL,-,,,9900035576116
0003557612,030-T,NAVY,7XL,-,,,9900035576123
0003557613,030-T,NAVY,8XL,-,,,9900035576130
0003557614,030-T,NAVY,9XL,-,,,9900035576147
0003559100,030-T,OLIVE,XXXS,-,,,9900035591003
0003559101,030-T,OLIVE,XXS,-,,,9900035591010
0003559102,030-T,OLIVE,XS,-,,,9900035591027
0003559103,030-T,OLIVE,S,-,,,9900035591034
0003559104,030-T,OLIVE,M,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722512-17621000.jpg,9900035591041
0003559105,030-T,OLIVE,L,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722512-17621000.jpg,9900035591058
0003559106,030-T,OLIVE,XL,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722512-17621000.jpg,9900035591065
0003559107,030-T,OLIVE,2XL,-,E-23B,https://www.leathercompany.co.uk/images/products/1556722512-17621000.jpg,9900035591072
0003559108,030-T,OLIVE,3XL,-,,,9900035591089
0003559109,030-T,OLIVE,4XL,-,,,9900035591096
0003559110,030-T,OLIVE,5XL,-,,,9900035591102
0003559111,030-T,OLIVE,6XL,-,,,9900035591119
0003559112,030-T,OLIVE,7XL,-,,,9900035591126
0003559113,030-T,OLIVE,8XL,-,,,9900035591133
0003559114,030-T,OLIVE,9XL,-,,,9900035591140
0003699900,034,BLACK,S/M,-,,https://www.leathercompany.co.uk/images/products/1571409421-77487800.jpg,9900036999006
0003699901,034,BLACK,L/XL,-,,https://www.leathercompany.co.uk/images/products/1571409421-77487800.jpg,9900036999013
0003699902,034,BLACK,XXS/XS,-,,,9900036999020
0003700200,034,BROWN,S/M,-,,https://www.leathercompany.co.uk/images/products/1571409477-11792100.jpg,9900037002002
0003700201,034,BROWN,L/XL,-,,https://www.leathercompany.co.uk/images/products/1571409477-11792100.jpg,9900037002019
0003700202,034,BROWN,XXS/XS,-,,,9900037002026
0003700500,034,MID BROWN,S/M,-,,https://www.leathercompany.co.uk/images/products/1571409527-43476200.jpg,9900037005003
0003700501,034,MID BROWN,L/XL,-,,https://www.leathercompany.co.uk/images/products/1571409527-43476200.jpg,9900037005010
0003700502,034,MID BROWN,XXS/XS,-,,,9900037005027
0004072800,035K,BLK/BLK,XXXS,-,,,9900040728005
0004072801,035K,BLK/BLK,XXS,-,,,9900040728012
0004072802,035K,BLK/BLK,XS,-,,,9900040728029
0004072803,035K,BLK/BLK,S,-,,,9900040728036
0004072804,035K,BLK/BLK,M,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577531-14744300.jpg,9900040728043
0004072805,035K,BLK/BLK,L,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577531-14744300.jpg,9900040728050
0004072806,035K,BLK/BLK,XL,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577531-14744300.jpg,9900040728067
0004072807,035K,BLK/BLK,2XL,-,,,9900040728074
0004072808,035K,BLK/BLK,3XL,-,,,9900040728081
0004072809,035K,BLK/BLK,4XL,-,,,9900040728098
0004072810,035K,BLK/BLK,5XL,-,,,9900040728104
0004072811,035K,BLK/BLK,6XL,-,,,9900040728111
0004072812,035K,BLK/BLK,7XL,-,,,9900040728128
0004072813,035K,BLK/BLK,8XL,-,,,9900040728135
0004072814,035K,BLK/BLK,9XL,-,,,9900040728142
0004074300,035K,BRN/WHITE,XXXS,-,,,9900040743008
0004074301,035K,BRN/WHITE,XXS,-,,,9900040743015
0004074302,035K,BRN/WHITE,XS,-,,,9900040743022
0004074303,035K,BRN/WHITE,S,-,,,9900040743039
0004074304,035K,BRN/WHITE,M,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577587-43920100.jpg,9900040743046
0004074305,035K,BRN/WHITE,L,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577587-43920100.jpg,9900040743053
0004074306,035K,BRN/WHITE,XL,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577587-43920100.jpg,9900040743060
0004074307,035K,BRN/WHITE,2XL,-,,,9900040743077
0004074308,035K,BRN/WHITE,3XL,-,,,9900040743084
0004074309,035K,BRN/WHITE,4XL,-,,,9900040743091
0004074310,035K,BRN/WHITE,5XL,-,,,9900040743107
0004074311,035K,BRN/WHITE,6XL,-,,,9900040743114
0004074312,035K,BRN/WHITE,7XL,-,,,9900040743121
0004074313,035K,BRN/WHITE,8XL,-,,,9900040743138
0004074314,035K,BRN/WHITE,9XL,-,,,9900040743145
0004075800,035K,TOBACCO,XXXS,-,,,9900040758002
0004075801,035K,TOBACCO,XXS,-,,,9900040758019
0004075802,035K,TOBACCO,XS,-,,,9900040758026
0004075803,035K,TOBACCO,S,-,,,9900040758033
0004075804,035K,TOBACCO,M,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577644-00365400.jpg,9900040758040
0004075805,035K,TOBACCO,L,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577644-00365400.jpg,9900040758057
0004075806,035K,TOBACCO,XL,-,E-22B,https://www.leathercompany.co.uk/images/products/1606577644-00365400.jpg,9900040758064
0004075807,035K,TOBACCO,2XL,-,,,9900040758071
0004075808,035K,TOBACCO,3XL,-,,,9900040758088
0004075809,035K,TOBACCO,4XL,-,,,9900040758095
0004075810,035K,TOBACCO,5XL,-,,,9900040758101
0004075811,035K,TOBACCO,6XL,-,,,9900040758118
0004075812,035K,TOBACCO,7XL,-,,,9900040758125
0004075813,035K,TOBACCO,8XL,-,,,9900040758132
0004075814,035K,TOBACCO,9XL,-,,,9900040758149
0003562500,041K,BLACK,XXXS,-,,,9900035625005
0003562501,041K,BLACK,XXS,-,,,9900035625012
0003562502,041K,BLACK,XS,-,,,9900035625029
0003562503,041K,BLACK,S,-,,,9900035625036
0003562504,041K,BLACK,M,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712364-05307800.jpg,9900035625043
0003562505,041K,BLACK,L,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712364-05307800.jpg,9900035625050
0003562506,041K,BLACK,XL,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712364-05307800.jpg,9900035625067
0003562507,041K,BLACK,2XL,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712364-05307800.jpg,9900035625074
0003562508,041K,BLACK,3XL,-,,,9900035625081
0003562509,041K,BLACK,4XL,-,,,9900035625098
0003562510,041K,BLACK,5XL,-,,,9900035625104
0003562511,041K,BLACK,6XL,-,,,9900035625111
0003562512,041K,BLACK,7XL,-,,,9900035625128
0003562513,041K,BLACK,8XL,-,,,9900035625135
0003562514,041K,BLACK,9XL,-,,,9900035625142
0003561000,041K,BRN/CREAM,XXXS,-,,,9900035610001
0003561001,041K,BRN/CREAM,XXS,-,,,9900035610018
0003561002,041K,BRN/CREAM,XS,-,,,9900035610025
0003561003,041K,BRN/CREAM,S,-,,,9900035610032
0003561004,041K,BRN/CREAM,M,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712296-21360100.jpg,9900035610049
0003561005,041K,BRN/CREAM,L,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712296-21360100.jpg,9900035610056
0003561006,041K,BRN/CREAM,XL,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712296-21360100.jpg,9900035610063
0003561007,041K,BRN/CREAM,2XL,-,E-25C,https://www.leathercompany.co.uk/images/products/1556712296-21360100.jpg,9900035610070
0003561008,041K,BRN/CREAM,3XL,-,,,9900035610087
0003561009,041K,BRN/CREAM,4XL,-,,,9900035610094
0003561010,041K,BRN/CREAM,5XL,-,,,9900035610100
0003561011,041K,BRN/CREAM,6XL,-,,,9900035610117
0003561012,041K,BRN/CREAM,7XL,-,,,9900035610124
0003561013,041K,BRN/CREAM,8XL,-,,,9900035610131
0003561014,041K,BRN/CREAM,9XL,-,,,9900035610148
0004069800,041K,BRN/WHITE,XXXS,-,,,9900040698001
0004069801,041K,BRN/WHITE,XXS,-,,,9900040698018
0004069802,041K,BRN/WHITE,XS,-,,,9900040698025
0004069803,041K,BRN/WHITE,S,-,,,9900040698032
0004069804,041K,BRN/WHITE,M,-,E-25C,https://www.leathercompany.co.uk/images/products/1606577871-41818300.jpg,9900040698049
0004069805,041K,BRN/WHITE,L,-,E-25C,https://www.leathercompany.co.uk/images/products/1606577871-41818300.jpg,9900040698056
0004069806,041K,BRN/WHITE,XL,-,E-25C,https://www.leathercompany.co.uk/images/products/1606577871-41818300.jpg,9900040698063
0004069807,041K,BRN/WHITE,2XL,-,,,9900040698070
0004069808,041K,BRN/WHITE,3XL,-,,,9900040698087
0004069809,041K,BRN/WHITE,4XL,-,,,9900040698094
0004069810,041K,BRN/WHITE,5XL,-,,,9900040698100
0004069811,041K,BRN/WHITE,6XL,-,,,9900040698117
0004069812,041K,BRN/WHITE,7XL,-,,,9900040698124
0004069813,041K,BRN/WHITE,8XL,-,,,9900040698131
0004069814,041K,BRN/WHITE,9XL,-,,,9900040698148
0004071300,041K,GINGER,XXXS,-,,,9900040713001
0004071301,041K,GINGER,XXS,-,,,9900040713018
0004071302,041K,GINGER,XS,-,,,9900040713025
0004071303,041K,GINGER,S,-,,,9900040713032
0004071304,041K,GINGER,M,-,E-25C,https://www.leathercompany.co.uk/images/products/1606578007-54754300.jpg,9900040713049
0004071305,041K,GINGER,L,-,E-25C,https://www.leathercompany.co.uk/images/products/1606578007-54754300.jpg,9900040713056
0004071306,041K,GINGER,XL,-,E-25C,https://www.leathercompany.co.uk/images/products/1606578007-54754300.jpg,9900040713063
0004071307,041K,GINGER,2XL,-,,,9900040713070
0004071308,041K,GINGER,3XL,-,,,9900040713087
0004071309,041K,GINGER,4XL,-,,,9900040713094
0004071310,041K,GINGER,5XL,-,,,9900040713100
0004071311,041K,GINGER,6XL,-,,,9900040713117
0004071312,041K,GINGER,7XL,-,,,9900040713124
0004071313,041K,GINGER,8XL,-,,,9900040713131
0004071314,041K,GINGER,9XL,-,,,9900040713148
0000411900,045,BLACK/NAP,6,-,,,9900004119009
0000411901,045,BLACK/NAP,8,-,,,9900004119016
0000411902,045,BLACK/NAP,10,-,,,9900004119023
0000411903,045,BLACK/NAP,12,-,,,9900004119030
0000411904,045,BLACK/NAP,14,-,,,9900004119047
0000411905,045,BLACK/NAP,16,-,,,9900004119054
0000411906,045,BLACK/NAP,18,-,,,9900004119061
0000411907,045,BLACK/NAP,20,-,,,9900004119078
0000411908,045,BLACK/NAP,22,-,,,9900004119085
0000411909,045,BLACK/NAP,24,-,,,9900004119092
0000411910,045,BLACK/NAP,26,-,,,9900004119108
0000411911,045,BLACK/NAP,28,-,,,9900004119115
0000413100,045,BORDUEX/NAP,6,-,,,9900004131001
0000413101,045,BORDUEX/NAP,8,-,,,9900004131018
0000413102,045,BORDUEX/NAP,10,-,,,9900004131025
0000413103,045,BORDUEX/NAP,12,-,,,9900004131032
0000413104,045,BORDUEX/NAP,14,-,,,9900004131049
0000413105,045,BORDUEX/NAP,16,-,,,9900004131056
0000413106,045,BORDUEX/NAP,18,-,,,9900004131063
0000413107,045,BORDUEX/NAP,20,-,,,9900004131070
0000413108,045,BORDUEX/NAP,22,-,,,9900004131087
0000413109,045,BORDUEX/NAP,24,-,,,9900004131094
0000413110,045,BORDUEX/NAP,26,-,,,9900004131100
0000413111,045,BORDUEX/NAP,28,-,,,9900004131117
0003632700,0479,BURGANDY,6,-,,,9900036327007
0003632701,0479,BURGANDY,8,-,,https://www.leathercompany.co.uk/images/products/1563811338-85314500.jpg,9900036327014
0003632702,0479,BURGANDY,10,-,,https://www.leathercompany.co.uk/images/products/1563811338-85314500.jpg,9900036327021
0003632703,0479,BURGANDY,12,-,,https://www.leathercompany.co.uk/images/products/1563811338-85314500.jpg,9900036327038
0003632704,0479,BURGANDY,14,-,,,9900036327045
0003632705,0479,BURGANDY,16,-,,,9900036327052
0003632706,0479,BURGANDY,18,-,,,9900036327069
0003632707,0479,BURGANDY,20,-,,,9900036327076
0003632708,0479,BURGANDY,22,-,,,9900036327083
0003632709,0479,BURGANDY,24,-,,,9900036327090
0003632710,0479,BURGANDY,26,-,,,9900036327106
0003632711,0479,BURGANDY,28,-,,,9900036327113
0003633900,0479,LILAC,6,-,,,9900036339000
0003633901,0479,LILAC,8,-,,https://www.leathercompany.co.uk/images/products/1563811393-67117200.jpg,9900036339017
0003633902,0479,LILAC,10,-,,https://www.leathercompany.co.uk/images/products/1563811393-67117200.jpg,9900036339024
0003633903,0479,LILAC,12,-,,https://www.leathercompany.co.uk/images/products/1563811393-67117200.jpg,9900036339031
0003633904,0479,LILAC,14,-,,https://www.leathercompany.co.uk/images/products/1563811393-67117200.jpg,9900036339048
0003633905,0479,LILAC,16,-,,,9900036339055
0003633906,0479,LILAC,18,-,,,9900036339062
0003633907,0479,LILAC,20,-,,,9900036339079
0003633908,0479,LILAC,22,-,,,9900036339086
0003633909,0479,LILAC,24,-,,,9900036339093
0003633910,0479,LILAC,26,-,,,9900036339109
0003633911,0479,LILAC,28,-,,,9900036339116
0003570000,04K,BLACK,XXXS,-,,,9900035700009
0003570001,04K,BLACK,XXS,-,,,9900035700016
0003570002,04K,BLACK,XS,-,,,9900035700023
0003570003,04K,BLACK,S,-,,,9900035700030
0003570004,04K,BLACK,M,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712846-47666600.jpg,9900035700047
0003570005,04K,BLACK,L,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712846-47666600.jpg,9900035700054
0003570006,04K,BLACK,XL,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712846-47666600.jpg,9900035700061
0003570007,04K,BLACK,2XL,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712846-47666600.jpg,9900035700078
0003570008,04K,BLACK,3XL,-,,,9900035700085
0003570009,04K,BLACK,4XL,-,,,9900035700092
0003570010,04K,BLACK,5XL,-,,,9900035700108
0003570011,04K,BLACK,6XL,-,,,9900035700115
0003570012,04K,BLACK,7XL,-,,,9900035700122
0003570013,04K,BLACK,8XL,-,,,9900035700139
0003570014,04K,BLACK,9XL,-,,,9900035700146
0003571500,04K,BROWN,XXXS,-,,,9900035715003
0003571501,04K,BROWN,XXS,-,,,9900035715010
0003571502,04K,BROWN,XS,-,,,9900035715027
0003571503,04K,BROWN,S,-,,,9900035715034
0003571504,04K,BROWN,M,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712968-08186200.jpg,9900035715041
0003571505,04K,BROWN,L,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712968-08186200.jpg,9900035715058
0003571506,04K,BROWN,XL,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712968-08186200.jpg,9900035715065
0003571507,04K,BROWN,2XL,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1556712968-08186200.jpg,9900035715072
0003571508,04K,BROWN,3XL,-,,,9900035715089
0003571509,04K,BROWN,4XL,-,,,9900035715096
0003571510,04K,BROWN,5XL,-,,,9900035715102
0003571511,04K,BROWN,6XL,-,,,9900035715119
0003571512,04K,BROWN,7XL,-,,,9900035715126
0003571513,04K,BROWN,8XL,-,,,9900035715133
0003571514,04K,BROWN,9XL,-,,,9900035715140
0004083800,04K,TAN/BRN,XXXS,-,,,9900040838001
0004083801,04K,TAN/BRN,XXS,-,,,9900040838018
0004083802,04K,TAN/BRN,XS,-,,,9900040838025
0004083803,04K,TAN/BRN,S,-,,,9900040838032
0004083804,04K,TAN/BRN,M,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1607776854-11460300.jpg,9900040838049
0004083805,04K,TAN/BRN,L,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1607776854-11460300.jpg,9900040838056
0004083806,04K,TAN/BRN,XL,-,E-24C/25C,https://www.leathercompany.co.uk/images/products/1607776854-11460300.jpg,9900040838063
0004083807,04K,TAN/BRN,2XL,-,,,9900040838070
0004083808,04K,TAN/BRN,3XL,-,,,9900040838087
0004083809,04K,TAN/BRN,4XL,-,,,9900040838094
0004083810,04K,TAN/BRN,5XL,-,,,9900040838100
0004083811,04K,TAN/BRN,6XL,-,,,9900040838117
0004083812,04K,TAN/BRN,7XL,-,,,9900040838124
0004083813,04K,TAN/BRN,8XL,-,,,9900040838131
0004083814,04K,TAN/BRN,9XL,-,,,9900040838148
0002883400,055,SHIRAZ,S,-,,,9900028834001
0002883401,055,SHIRAZ,M,-,,,9900028834018
0002883402,055,SHIRAZ,L,-,,,9900028834025
0002883403,055,SHIRAZ,XL,-,,,9900028834032
0002883800,055,TAUPE,S,-,C-02C,https://www.leathercompany.co.uk/images/products/1513272929-02976800.png,9900028838009
0002883801,055,TAUPE,M,-,C-02C,https://www.leathercompany.co.uk/images/products/1513272929-02976800.png,9900028838016
0002883802,055,TAUPE,L,-,,,9900028838023
0002883803,055,TAUPE,XL,-,,,9900028838030
0001328300,090,FROST NATURAL,,-,,https://www.leathercompany.co.uk/images/products/zoom/1453478811-69842900.jpg,9900013283005
0001991800,09-192,PURPLE,,5061049605019,A-16C,https://www.leathercompany.co.uk/images/products/zoom/1711039760-37978100.jpg,9900019918000
0000516300,1 BUTTON BLAZER,BLACK/NAPP,6,-,,,9900005163001
0000516301,1 BUTTON BLAZER,BLACK/NAPP,8,-,,,9900005163018
0000516302,1 BUTTON BLAZER,BLACK/NAPP,10,-,,,9900005163025
0000516303,1 BUTTON BLAZER,BLACK/NAPP,12,-,,,9900005163032
0000516304,1 BUTTON BLAZER,BLACK/NAPP,14,-,,,9900005163049
0000516305,1 BUTTON BLAZER,BLACK/NAPP,16,-,,,9900005163056
0000516306,1 BUTTON BLAZER,BLACK/NAPP,18,-,,,9900005163063
0000516307,1 BUTTON BLAZER,BLACK/NAPP,20,-,,,9900005163070
0000516308,1 BUTTON BLAZER,BLACK/NAPP,22,-,,,9900005163087
0000516309,1 BUTTON BLAZER,BLACK/NAPP,24,-,,,9900005163094
0000516310,1 BUTTON BLAZER,BLACK/NAPP,26,-,,,9900005163100
0000516311,1 BUTTON BLAZER,BLACK/NAPP,28,-,,,9900005163117
0002080400,10157,BLACK,6,5061049606399,,,9900020804002
0002080401,10157,BLACK,8,5061049606405,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804019
0002080402,10157,BLACK,10,5061049606412,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804026
0002080403,10157,BLACK,12,5061049606429,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804033
0002080404,10157,BLACK,14,5061049606436,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804040
0002080405,10157,BLACK,16,5061049606443,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804057
0002080406,10157,BLACK,18,5061049606450,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804064
0002080407,10157,BLACK,20,5061049606467,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804071
0002080408,10157,BLACK,22,5061049606474,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804088
0002080409,10157,BLACK,24,5061049606481,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1713278361-21156500.jpg,9900020804095
0002080410,10157,BLACK,26,5061049606498,,,9900020804101
0002080411,10157,BLACK,28,5061049606504,,,9900020804118
0005514900,10157,GREY,6,-,,,9900055149000
0005514901,10157,GREY,8,5056798453448,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149017
0005514902,10157,GREY,10,5056798453455,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149024
0005514903,10157,GREY,12,5056798453462,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149031
0005514904,10157,GREY,14,5056798453479,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149048
0005514905,10157,GREY,16,5056798453486,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149055
0005514906,10157,GREY,18,5056798453493,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149062
0005514907,10157,GREY,20,5056798453509,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149079
0005514908,10157,GREY,22,5056798453516,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149086
0005514909,10157,GREY,24,5056798453523,Z-32,https://www.leathercompany.co.uk/images/products/zoom/1746715693-98850000.jpg,9900055149093
0005514910,10157,GREY,26,5056798453530,,,9900055149109
0005514911,10157,GREY,28,-,,,9900055149116
0001583100,10157,NAVY,6,5061049606511,,,9900015831006
